2024-03-16 18:38:41,00:06:48,0.71,1800,53,[[24.819321, 60.186712], [24.822321, 60.186512], [24.822145, 60.186055], [24.823122, 60.185674], [24.824226, 60.184818], [24.824597, 60.184433], [24.826695, 60.18461], [24.828032, 60.184135], [24.828835, 60.184404]]
2024-03-18 10:32:46,00:09:00,1.14,2643,70,[[24.822906, 60.187665], [24.823142, 60.188273], [24.823775, 60.18902], [24.825019, 60.189719], [24.82753, 60.189425], [24.829375, 60.190492], [24.831317, 60.191575], [24.833173, 60.191575], [24.835491, 60.192012], [24.837872, 60.193111]]
2024-03-23 15:29:40,00:04:40,0.41,538,36,[[24.82413958333333, 60.18827916666667], [24.8240985, 60.188224000000005], [24.824078, 60.18814316666667], [24.82393583333333, 60.188007500000005], [24.823762, 60.18788133333334], [24.823566333333336, 60.18780866666667], [24.823395666666663, 60.187711], [24.82324933333333, 60.187618666666665], [24.82304183333333, 60.187589333333335], [24.82296583333333, 60.18744716666667], [24.822920666666665, 60.18732083333335], [24.822805166666665, 60.18718066666666], [24.822656833333333, 60.18708233333333], [24.822424166666668, 60.1871055], [24.822178333333333, 60.18717883333333], [24.82189766666667, 60.18723633333333], [24.82161783333333, 60.18726183333333], [24.821335166666668, 60.1873055], [24.821049166666665, 60.187314666666666], [24.82084, 60.187369], [24.820574, 60.1874645], [24.820257, 60.18753283333334], [24.819974166666665, 60.18754533333333], [24.819697, 60.18757916666666], [24.819441500000003, 60.18761133333334], [24.819205000000004, 60.18759416666667], [24.8190455, 60.18749133333332], [24.819065666666667, 60.18744816666666], [24.81952016363637, 60.187424854545455]]
2024-03-26 18:04:00,00:03:50,0.33,518,30,[[24.81964041666667, 60.18752875], [24.819457, 60.1875715], [24.81921433333333, 60.187563], [24.818995166666664, 60.18747183333333], [24.8187705, 60.18749683333333], [24.81848133333333, 60.18749816666666], [24.8183025, 60.18737316666667], [24.818221333333334, 60.1873065], [24.818057333333336, 60.18733983333334], [24.817733666666665, 60.187345500000006], [24.81744066666667, 60.18732449999999], [24.817374666666662, 60.18717066666667], [24.817221166666663, 60.18708899999999], [24.81710933333333, 60.186980666666656], [24.817344833333333, 60.186891333333335], [24.817606166666668, 60.18687], [24.81789166666666, 60.186857], [24.818118833333333, 60.1868315], [24.818370666666667, 60.1867985], [24.81864333333333, 60.18676750000001], [24.81890083333333, 60.18674333333333], [24.819172666666667, 60.18671666666668], [24.81942433333333, 60.186733833333335], [24.819608, 60.18671666666667]]
2024-03-26 18:08:00,00:11:40,0.91,1840,91,[[24.819948888888888, 60.18674083333334], [24.820159, 60.18674933333333], [24.82040933333333, 60.18672683333334], [24.820679833333333, 60.18670033333334], [24.8209325, 60.18667583333333], [24.8212165, 60.18665466666666], [24.821475, 60.18663299999999], [24.82173483333333, 60.18659633333334], [24.821987166666663, 60.18659133333333], [24.82201733333333, 60.186530833333336], [24.822040166666664, 60.186378833333336], [24.822151, 60.18632866666667], [24.822415, 60.18628149999999], [24.822551833333332, 60.1862005], [24.822656833333333, 60.1860715], [24.82285, 60.18597200000001], [24.82292933333333, 60.18585933333335], [24.822999333333332, 60.18567266666666], [24.82320683333333, 60.18559483333333], [24.82339733333333, 60.185507], [24.82350583333333, 60.18538749999999], [24.82366316666667, 60.185290666666674], [24.823796, 60.18517799999999], [24.823986833333333, 60.185059], [24.824098666666664, 60.18494733333334], [24.824233166666662, 60.184894500000006], [24.824474833333333, 60.184814333333335], [24.825603333333333, 60.18518000000001], [24.825647222222223, 60.18526574074073], [24.825809, 60.18533216666667], [24.825992000000003, 60.18545166666668], [24.826001, 60.185554833333335], [24.82598616666667, 60.18563266666666], [24.825822, 60.18570933333334], [24.825549, 60.18578500000001], [24.825336333333333, 60.18586033333334], [24.825149, 60.185922000000005], [24.824882, 60.18600516666668], [24.82461383333333, 60.18609116666666], [24.824353, 60.18614166666666], [24.824124, 60.18616366666667], [24.82387733333333, 60.1862345], [24.823625, 60.1863], [24.823447777777776, 60.18634444444445], [24.823160784313725, 60.18638333333334], [24.822823666666665, 60.186417500000005], [24.82268833333334, 60.1864805], [24.82267, 60.186535000000006], [24.82255483333333, 60.18657999999999], [24.822520333333333, 60.18671133333335], [24.822703999999995, 60.1868325], [24.8228175, 60.186954666666665], [24.822651, 60.18708783333333], [24.822377, 60.187138666666655], [24.8221225, 60.18717983333333], [24.82186766666667, 60.18720116666667], [24.82158366666667, 60.187242333333344], [24.82136183333333, 60.187287000000005], [24.8210855, 60.1873345], [24.820848666666667, 60.187392], [24.820580166666662, 60.18741533333333], [24.82031083333333, 60.187456333333344], [24.8200505, 60.18748850000001], [24.819806166666663, 60.187500166666666], [24.819545, 60.187531], [24.81932533333333, 60.18752533333334], [24.81929708333333, 60.18745666666667]]
