timestamp,longitude,latitude,stepcount
1711185970,60.188833333333335,24.83449166666667,132
1711185980,60.18881866666667,24.8343705,156
1711185990,60.188864833333334,24.83414033333333,180
1711186000,60.18884966666667,24.834046,208
1711186010,60.188711999999995,24.83401766666667,238
1711186020,60.188585833333335,24.833880166666667,264
1711186030,60.188466333333324,24.833712666666667,290
1711186040,60.18845616666666,24.833436,316
1711186050,60.18847916666666,24.833113499999996,344
1711186060,60.1884605,24.832846833333335,372
1711186070,60.188473333333334,24.832585333333334,400
1711186080,60.188492,24.83230633333333,418
1711186090,60.1885175,24.83199833333333,438
1711186100,60.18858366666667,24.831748333333337,458
1711186110,60.188608,24.831477,480
1711186120,60.18858066666667,24.83115483333333,502
1711186130,60.18858450000001,24.8309085,520
1711186140,60.18856566666667,24.830604,540
1711186150,60.188567833333344,24.83031516666667,560
1711186160,60.18858200000001,24.830066666666664,578
1711186170,60.18862266666666,24.829799666666666,600
1711186180,60.188664,24.829501,630
1711186190,60.188703499999995,24.82924333333333,652
1711186200,60.188784166666665,24.828999500000002,672
1711186210,60.188893500000006,24.828779500000003,692
1711186220,60.188981,24.828557333333332,710
1711186230,60.18903333333333,24.8283395,732
1711186240,60.1890985,24.828120666666663,754
1711186250,60.189188,24.827899166666665,782
1711186260,60.18922366666667,24.827681666666667,808
1711186270,60.18928900000001,24.827457833333334,836
1711186280,60.18921316666666,24.827232666666667,856
1711186290,60.189116166666665,24.827124333333337,876
1711186300,60.18898900000001,24.82690483333333,894
1711186310,60.18892883333333,24.826706666666666,914
1711186320,60.189036333333334,24.826532166666667,934
1711186330,60.18912683333333,24.826340333333334,952
1711186340,60.18916533333332,24.826114666666665,974
1711186350,60.189170166666656,24.825842833333333,992
1711186360,60.189272333333335,24.825666333333334,1012
1711186370,60.18925083333333,24.825408,1030
1711186380,60.18920099999999,24.825225999999997,1052
1711186390,60.189150166666664,24.825078500000004,1070
1711186400,60.18907833333333,24.8249535,1090
1711186410,60.18897116666667,24.824798,1108
1711186420,60.18888983333333,24.824491833333333,1126
1711186430,60.18881316666666,24.824291166666665,1146
1711186440,60.18871583333333,24.8241395,1166
1711186450,60.188636666666675,24.82401404761905,1178
