timestamp,longitude,latitude,stepcount
1711469280,24.819948888888888,60.18674083333334,546
1711469290,24.820159,60.18674933333333,564
1711469300,24.82040933333333,60.18672683333334,584
1711469310,24.820679833333333,60.18670033333334,602
1711469320,24.820932499999998,60.18667583333333,622
1711469330,24.8212165,60.18665466666666,640
1711469340,24.821475,60.18663299999999,658
1711469350,24.82173483333333,60.18659633333334,678
1711469360,24.821987166666666,60.18659133333333,696
1711469370,24.82201733333333,60.186530833333336,716
1711469380,24.822040166666664,60.186378833333336,734
1711469390,24.822151,60.18632866666667,746
1711469400,24.822415,60.18628149999999,764
1711469410,24.822551833333335,60.1862005,784
1711469420,24.822656833333333,60.186071500000004,802
1711469430,24.82285,60.18597200000001,822
1711469440,24.822929333333335,60.18585933333335,840
1711469450,24.822999333333335,60.18567266666666,860
1711469460,24.82320683333333,60.18559483333333,878
1711469470,24.823397333333332,60.185506999999994,898
1711469480,24.823505833333332,60.18538749999999,916
1711469490,24.82366316666667,60.185290666666674,932
1711469500,24.823796,60.18517799999999,954
1711469510,24.823986833333333,60.185059,972
1711469520,24.824098666666664,60.18494733333334,992
1711469530,24.824233166666666,60.184894500000006,1010
1711469540,24.824474833333333,60.184814333333335,1030
1711469550,,,1048
1711469560,,,1068
1711469570,,,1086
1711469580,,,1106
1711469590,24.825603333333333,60.18518000000001,1124
1711469600,24.825647222222226,60.18526574074073,1144
1711469610,24.825809,60.18533216666667,1162
1711469620,24.825992000000003,60.18545166666668,1180
1711469630,24.826001,60.185554833333335,1200
1711469640,24.82598616666667,60.18563266666666,1218
1711469650,24.825822,60.18570933333334,1238
1711469660,24.825549000000002,60.18578500000001,1258
1711469670,24.825336333333333,60.18586033333334,1276
1711469680,24.825149,60.185922000000005,1296
1711469690,24.824882,60.186005166666675,1314
1711469700,24.82461383333333,60.186091166666664,1334
1711469710,24.824353,60.186141666666664,1352
1711469720,24.824124,60.18616366666667,1372
1711469730,24.823877333333332,60.1862345,1390
1711469740,24.823625,60.1863,1410
1711469750,24.823447777777776,60.186344444444444,1430
1711469760,24.823160784313725,60.18638333333334,1446
1711469770,24.822823666666665,60.186417500000005,1466
1711469780,24.82268833333334,60.1864805,1484
1711469790,24.82267,60.186535000000006,1484
1711469800,24.822554833333335,60.18657999999999,1504
1711469810,24.822520333333333,60.18671133333335,1524
1711469820,24.822703999999995,60.1868325,1542
1711469830,24.8228175,60.186954666666665,1562
1711469840,24.822651,60.18708783333333,1580
1711469850,24.822377,60.187138666666655,1600
1711469860,24.8221225,60.18717983333333,1618
1711469870,24.82186766666667,60.18720116666667,1638
1711469880,24.82158366666667,60.187242333333344,1656
1711469890,24.82136183333333,60.187287000000005,1676
1711469900,24.8210855,60.1873345,1694
1711469910,24.820848666666667,60.187392,1714
1711469920,24.820580166666666,60.187415333333334,1732
1711469930,24.820310833333334,60.187456333333344,1752
1711469940,24.8200505,60.18748850000001,1770
1711469950,24.819806166666666,60.187500166666666,1790
1711469960,24.819544999999998,60.187531,1808
1711469970,24.81932533333333,60.18752533333334,1826
1711469980,24.819297083333332,60.18745666666667,1840
